district;neighborhood;rooms;area_m2;lift;prices;compra;eurometro
Sants-Montjuïc;Sants - Badal;2;62;0;244000;0;3935
Horta-Guinardó;la Font d'en Fargues;1;47;0;185000;0;3936
Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;4;165;1;650000;0;3939
Les Corts;les Corts;5;170;1;670000;0;3941
Sant Martí;el Clot;4;86;1;339000;0;3941
Ciutat Vella;el Barri Gòtic;3;95;1;375000;0;3947
Les Corts;les Corts;3;190;1;750000;0;3947
Sarrià-Sant Gervasi;el Putxet i el Farró;4;100;1;395000;0;3950
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4;100;1;395000;0;3950
Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;4;100;1;395000;0;3950
Eixample;la Dreta de l'Eixample;4;110;1;435000;0;3954
Ciutat Vella;el Raval;2;45;1;178000;0;3955
Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;2;91;0;360000;0;3956
Eixample;el Fort Pienc;2;72;1;285000;0;3958
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4;125;1;495000;0;3960
Eixample;la Dreta de l'Eixample;5;183;1;725000;0;3961
Eixample;la Dreta de l'Eixample;6;183;1;725000;0;3961
Sarrià-Sant Gervasi;el Putxet i el Farró;5;165;1;655000;0;3969
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;3;73;1;290000;0;3972
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;5;224;1;890000;0;3973
Sant Andreu;Sant Andreu;3;75;0;298000;0;3973
Sant Andreu;Sant Andreu;3;75;0;298000;0;3973
Eixample;l'Antiga Esquerra de l'Eixample;2;75;0;298000;0;3973
Eixample;la Sagrada Família;3;83;1;330000;0;3975
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;6;510;1;2028400;0;3977
Gràcia;el Camp d'en Grassot i Gràcia Nova;3;88;1;350000;0;3977
Gràcia;el Camp d'en Grassot i Gràcia Nova;4;88;1;350000;0;3977
Gràcia;el Camp d'en Grassot i Gràcia Nova;4;93;1;370000;0;3978
Les Corts;la Maternitat i Sant Ramon;4;108;1;430000;0;3981
Les Corts;la Maternitat i Sant Ramon;4;108;1;430000;0;3981
Ciutat Vella;el Barri Gòtic;4;113;1;450000;0;3982
Sarrià-Sant Gervasi;Sarrià;6;339;1;1350000;0;3982
Sant Martí;el Clot;3;125;1;498000;0;3984
Les Corts;Pedralbes;5;148;1;590000;0;3986
Eixample;la Nova Esquerra de l'Eixample;2;75;1;299000;0;3986
Eixample;la Nova Esquerra de l'Eixample;2;80;1;319000;0;3987
Eixample;la Sagrada Família;3;85;1;339000;0;3988
Sant Martí;el Besòs i el Maresme;3;90;1;359000;0;3988
Gràcia;el Coll;4;99;1;395000;0;3989
Eixample;la Sagrada Família;5;198;1;790000;0;3989
Sarrià-Sant Gervasi;Sarrià;3;125;0;499000;0;3992
Eixample;el Fort Pienc;5;175;1;699000;0;3994
Ciutat Vella;la Barceloneta;1;33;0;132000;0;4000
Ciutat Vella;el Barri Gòtic;2;45;0;180000;0;4000
Les Corts;les Corts;2;50;1;200000;0;4000
Ciutat Vella;el Raval;2;50;1;200000;0;4000
Ciutat Vella;el Raval;2;50;1;200000;0;4000
Horta-Guinardó;el Baix Guinardó;3;60;1;240000;0;4000
Eixample;la Nova Esquerra de l'Eixample;3;70;1;280000;0;4000
Ciutat Vella;el Raval;2;70;1;280000;0;4000
Gràcia;la Vila de Gràcia;2;80;1;320000;0;4000
Ciutat Vella;el Barri Gòtic;4;95;1;380000;0;4000
Gràcia;el Camp d'en Grassot i Gràcia Nova;3;95;1;380000;0;4000
Les Corts;les Corts;4;105;1;420000;0;4000
Eixample;la Dreta de l'Eixample;3;130;0;520000;0;4000
Eixample;la Dreta de l'Eixample;3;130;1;520000;0;4000
Eixample;la Dreta de l'Eixample;3;130;1;520000;0;4000
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4;240;1;960000;0;4000
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;7;250;1;1000000;0;4000
Eixample;la Dreta de l'Eixample;8;630;1;2520000;0;4000
Horta-Guinardó;Can Baró;2;74;1;296500;0;4006
Eixample;l'Antiga Esquerra de l'Eixample;2;121;1;485000;0;4008
Ciutat Vella;el Barri Gòtic;4;212;0;850000;0;4009
Ciutat Vella;el Barri Gòtic;4;212;1;850000;0;4009
Les Corts;les Corts;4;96;1;385000;0;4010
Les Corts;les Corts;4;96;1;385000;0;4010
Sarrià-Sant Gervasi;el Putxet i el Farró;4;137;1;550000;0;4014
Eixample;la Nova Esquerra de l'Eixample;2;66;1;265000;0;4015
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;2;117;0;470000;0;4017
Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;6;585;0;2350000;0;4017
Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;5;585;0;2350000;0;4017
Sarrià-Sant Gervasi;el Putxet i el Farró;2;97;1;390000;0;4020
Eixample;la Sagrada Família;3;46;0;185000;0;4021
Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;5;246;1;990000;0;4024
Eixample;la Dreta de l'Eixample;5;118;1;475000;0;4025
Les Corts;les Corts;2;72;1;290000;0;4027
Les Corts;les Corts;2;72;1;290000;0;4027
Horta-Guinardó;Can Baró;1;52;1;209500;0;4028
Ciutat Vella;el Raval;1;49;0;197500;0;4030
Sants-Montjuïc;la Font de la Guatlla;3;62;1;250000;0;4032
Sant Martí;Provençals del Poblenou;3;93;1;375000;0;4032
Sarrià-Sant Gervasi;Sarrià;3;93;0;375000;0;4032
Sarrià-Sant Gervasi;el Putxet i el Farró;4;114;1;460000;0;4035
Sarrià-Sant Gervasi;Vallvidrera - el Tibidabo i les Planes;3;83;0;335000;0;4036
Gràcia;la Vila de Gràcia;3;83;1;335000;0;4036
Eixample;l'Antiga Esquerra de l'Eixample;3;78;1;315000;0;4038
Eixample;l'Antiga Esquerra de l'Eixample;2;78;1;315000;0;4038
Les Corts;la Maternitat i Sant Ramon;4;130;1;525000;0;4038
Ciutat Vella;el Barri Gòtic;4;156;1;630000;0;4038
Gràcia;Vallcarca i els Penitents;5;260;1;1050000;0;4038
Eixample;la Sagrada Família;5;172;0;695000;0;4040
Sant Martí;el Clot;4;69;1;279000;0;4043
Eixample;la Dreta de l'Eixample;3;110;1;445000;0;4045
Sarrià-Sant Gervasi;el Putxet i el Farró;3;220;0;890000;0;4045
Sant Andreu;el Congrés i els Indians;2;84;1;340000;0;4047
Sarrià-Sant Gervasi;el Putxet i el Farró;4;105;1;425000;0;4047
Horta-Guinardó;el Baix Guinardó;3;61;1;247000;0;4049
Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;5;242;1;980000;0;4049
Eixample;la Sagrada Família;2;69;1;279500;0;4050
Horta-Guinardó;el Carmel;3;98;1;397000;0;4051
Eixample;la Nova Esquerra de l'Eixample;4;133;1;539000;0;4052
Ciutat Vella;el Raval;3;86;1;349000;0;4058
Eixample;l'Antiga Esquerra de l'Eixample;2;85;1;345000;0;4058
Sarrià-Sant Gervasi;el Putxet i el Farró;3;197;1;800000;0;4060
Les Corts;la Maternitat i Sant Ramon;3;64;1;260000;0;4062
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;3;64;1;260000;0;4062
Sant Martí;el Camp de l'Arpa del Clot;2;80;1;325000;0;4062
Eixample;la Sagrada Família;4;80;1;325000;0;4062
Sant Martí;el Clot;4;80;1;325000;0;4062
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;5;160;1;650000;0;4062
Eixample;la Dreta de l'Eixample;4;107;1;435000;0;4065
Eixample;la Dreta de l'Eixample;3;107;1;435000;0;4065
Eixample;la Sagrada Família;4;91;1;370000;0;4065
Eixample;l'Antiga Esquerra de l'Eixample;6;166;1;675000;0;4066
Horta-Guinardó;el Guinardó;3;98;1;398500;0;4066
Eixample;la Dreta de l'Eixample;8;241;1;980000;0;4066
Gràcia;la Vila de Gràcia;2;75;0;305000;0;4066
Sant Andreu;el Congrés i els Indians;3;118;1;480000;0;4067
Nou Barris;Vilapicina i la Torre Llobeta;1;29;1;118000;0;4068
Eixample;la Sagrada Família;4;87;1;354000;0;4068
Ciutat Vella;el Barri Gòtic;3;86;0;350000;0;4069
Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;5;258;1;1050000;0;4069
Eixample;la Sagrada Família;5;113;1;460000;0;4070
Sant Andreu;Sant Andreu;2;70;1;285000;0;4071
Sant Martí;el Clot;2;70;1;285000;0;4071
Eixample;la Nova Esquerra de l'Eixample;4;146;1;595000;0;4075
Les Corts;les Corts;3;92;1;375000;0;4076
Sants-Montjuïc;Sants;3;92;1;375000;0;4076
Eixample;Sant Antoni;3;65;1;265000;0;4076
Les Corts;la Maternitat i Sant Ramon;3;130;1;530000;0;4076
Eixample;la Sagrada Família;4;130;1;530000;0;4076
Sant Martí;el Clot;3;114;1;465000;0;4078
Nou Barris;Vilapicina i la Torre Llobeta;2;62;1;253000;0;4080
Eixample;la Dreta de l'Eixample;3;109;1;445000;0;4082
Sarrià-Sant Gervasi;les Tres Torres;6;338;1;1380000;0;4082
Sant Martí;el Clot;3;60;1;245000;0;4083
Sarrià-Sant Gervasi;Vallvidrera - el Tibidabo i les Planes;3;170;0;695000;0;4088
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;5;291;1;1190000;0;4089
Ciutat Vella;el Barri Gòtic;2;55;0;225000;0;4090
Eixample;la Sagrada Família;3;66;1;270000;0;4090
Eixample;la Sagrada Família;3;66;1;270000;0;4090
Les Corts;les Corts;2;88;1;360000;0;4090
Eixample;la Nova Esquerra de l'Eixample;2;88;1;360000;0;4090
Les Corts;les Corts;2;88;1;360000;0;4090
Les Corts;les Corts;3;110;1;450000;0;4090
Sarrià-Sant Gervasi;Sarrià;5;121;1;495000;0;4090
Sants-Montjuïc;la Bordeta;4;103;1;422000;0;4097
Sant Martí;el Camp de l'Arpa del Clot;3;72;0;295000;0;4097
Sants-Montjuïc;la Marina de Port;3;72;1;295000;0;4097
Ciutat Vella;el Raval;1;61;1;250000;0;4098
Ciutat Vella;la Barceloneta;2;39;1;159900;0;4100
Les Corts;les Corts;3;97;1;398000;0;4103
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4;329;1;1350000;0;4103
Ciutat Vella;el Raval;1;29;0;119000;0;4103
Eixample;l'Antiga Esquerra de l'Eixample;4;95;1;390000;0;4105
Les Corts;les Corts;3;85;1;349000;0;4105
Eixample;la Sagrada Família;3;73;1;300000;0;4109
Eixample;la Dreta de l'Eixample;5;209;1;859000;0;4110
Sant Martí;Provençals del Poblenou;4;90;1;370000;0;4111
Eixample;la Nova Esquerra de l'Eixample;4;90;1;370000;0;4111
Sant Martí;el Parc i la Llacuna del Poblenou;2;71;1;292000;0;4112
Les Corts;les Corts;4;97;1;399000;0;4113
Sants-Montjuïc;Sants;1;68;0;280000;0;4117
Sant Martí;el Camp de l'Arpa del Clot;2;51;1;210000;0;4117
Eixample;la Sagrada Família;3;68;1;280000;0;4117
Eixample;la Nova Esquerra de l'Eixample;2;91;1;375000;0;4120
Eixample;la Nova Esquerra de l'Eixample;3;91;1;375000;0;4120
Eixample;el Fort Pienc;9;165;1;680000;0;4121
Sant Martí;el Camp de l'Arpa del Clot;3;104;1;429000;0;4125
Gràcia;Vallcarca i els Penitents;3;120;1;495000;0;4125
Sarrià-Sant Gervasi;el Putxet i el Farró;3;120;1;495000;0;4125
Gràcia;el Coll;3;86;1;355000;0;4127
Eixample;la Sagrada Família;3;70;1;289000;0;4128
Gràcia;la Vila de Gràcia;2;70;0;289000;0;4128
Sarrià-Sant Gervasi;Sarrià;7;339;1;1400000;0;4129
Ciutat Vella;el Barri Gòtic;2;92;0;380000;0;4130
Ciutat Vella;el Barri Gòtic;2;92;0;380000;0;4130
Eixample;la Nova Esquerra de l'Eixample;3;87;1;360000;0;4137
Sants-Montjuïc;Sants;3;87;1;360000;0;4137
Les Corts;les Corts;3;87;1;360000;0;4137
Eixample;la Nova Esquerra de l'Eixample;4;94;1;389000;0;4138
Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;4;273;0;1130000;0;4139
Gràcia;el Camp d'en Grassot i Gràcia Nova;3;93;1;385000;0;4139
Horta-Guinardó;Sant Genís dels Agudells;3;128;0;530000;0;4140
Sant Martí;el Parc i la Llacuna del Poblenou;4;70;1;290000;0;4142
Les Corts;la Maternitat i Sant Ramon;2;48;1;199000;0;4145
Eixample;la Nova Esquerra de l'Eixample;3;82;1;340000;0;4146
Sants-Montjuïc;Sants;3;88;1;365000;0;4147
Les Corts;les Corts;3;88;1;365000;0;4147
Ciutat Vella;el Raval;3;60;1;249000;0;4150
Sants-Montjuïc;Sants;3;60;1;249000;0;4150
Les Corts;les Corts;4;120;1;498000;0;4150
Les Corts;les Corts;6;289;1;1200000;0;4152
Eixample;l'Antiga Esquerra de l'Eixample;4;140;1;582000;0;4157
Les Corts;Pedralbes;3;95;1;395000;0;4157
Gràcia;la Vila de Gràcia;4;120;0;499000;0;4158
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;3;144;1;599000;0;4159
Horta-Guinardó;el Guinardó;4;187;1;778000;0;4160
Horta-Guinardó;el Carmel;3;62;1;258000;0;4161
Eixample;Sant Antoni;4;167;1;695000;0;4161
Eixample;la Dreta de l'Eixample;6;216;1;899000;0;4162
Eixample;l'Antiga Esquerra de l'Eixample;6;185;1;770000;0;4162
Eixample;la Nova Esquerra de l'Eixample;2;43;0;179000;0;4162
Les Corts;Pedralbes;5;598;1;2490000;0;4163
Les Corts;Pedralbes;3;598;1;2490000;0;4163
Gràcia;la Vila de Gràcia;3;79;0;329000;0;4164
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;1;72;1;300000;0;4166
Sant Martí;el Clot;4;78;1;325000;0;4166
Eixample;la Sagrada Família;4;90;1;375000;0;4166
Eixample;la Nova Esquerra de l'Eixample;4;120;1;500000;0;4166
Eixample;la Nova Esquerra de l'Eixample;5;180;1;750000;0;4166
Eixample;la Dreta de l'Eixample;6;175;1;730000;0;4171
Ciutat Vella;el Barri Gòtic;3;86;0;359000;0;4174
Sant Andreu;Sant Andreu;3;85;1;355000;0;4176
Eixample;la Sagrada Família;3;79;1;330000;0;4177
Sant Martí;el Clot;2;50;1;209000;0;4180
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;3;98;1;410000;0;4183
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;5;264;1;1105300;0;4186
Ciutat Vella;el Barri Gòtic;3;80;0;335000;0;4187
Eixample;la Dreta de l'Eixample;4;142;1;595000;0;4190
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;1;68;0;285000;0;4191
Eixample;la Dreta de l'Eixample;4;93;1;390000;0;4193
Eixample;la Nova Esquerra de l'Eixample;4;124;1;520000;0;4193
Horta-Guinardó;la Font d'en Fargues;3;113;1;474000;0;4194
Ciutat Vella;el Barri Gòtic;2;118;1;495000;0;4194
Eixample;la Nova Esquerra de l'Eixample;3;87;1;365000;0;4195
Eixample;Sant Antoni;3;87;1;365000;0;4195
Gràcia;la Vila de Gràcia;3;137;1;575000;0;4197
Eixample;l'Antiga Esquerra de l'Eixample;5;131;1;550000;0;4198
Ciutat Vella;el Barri Gòtic;1;50;0;210000;0;4200
Eixample;la Sagrada Família;3;50;1;210000;0;4200
Eixample;la Nova Esquerra de l'Eixample;4;100;1;420000;0;4200
Eixample;la Nova Esquerra de l'Eixample;4;100;1;420000;0;4200
Sant Martí;el Parc i la Llacuna del Poblenou;4;100;1;420000;0;4200
Gràcia;la Vila de Gràcia;4;125;1;525000;0;4200
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;5;332;1;1395000;0;4201
Les Corts;les Corts;4;113;1;475000;0;4203
Eixample;la Nova Esquerra de l'Eixample;2;44;1;185000;0;4204
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4;176;1;740000;0;4204
Nou Barris;Porta;4;107;1;450000;0;4205
Gràcia;el Camp d'en Grassot i Gràcia Nova;2;63;1;265000;0;4206
Gràcia;el Camp d'en Grassot i Gràcia Nova;2;63;1;265000;0;4206
Eixample;Sant Antoni;4;95;1;400000;0;4210
Eixample;Sant Antoni;2;71;1;299000;0;4211
Eixample;l'Antiga Esquerra de l'Eixample;4;159;1;670000;0;4213
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;1;70;1;295000;0;4214
Eixample;la Sagrada Família;2;51;1;215000;0;4215
Sant Andreu;Sant Andreu;4;102;1;430000;0;4215
Sant Andreu;Sant Andreu;3;102;1;430000;0;4215
Eixample;Sant Antoni;6;185;1;780000;0;4216
Les Corts;la Maternitat i Sant Ramon;4;83;1;350000;0;4216
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;3;211;1;890000;0;4218
Eixample;la Sagrada Família;5;160;1;675000;0;4218
Eixample;Sant Antoni;4;109;1;460000;0;4220
Sant Martí;el Poblenou;3;68;1;287000;0;4220
Sant Martí;el Clot;3;77;1;325000;0;4220
Sant Martí;el Poblenou;4;90;1;380000;0;4222
Sant Martí;el Clot;3;58;1;245000;0;4224
Eixample;el Fort Pienc;3;110;1;465000;0;4227
Gràcia;el Camp d'en Grassot i Gràcia Nova;4;117;0;495000;0;4230
Sarrià-Sant Gervasi;Sarrià;7;319;1;1350000;0;4231
Nou Barris;Vilapicina i la Torre Llobeta;1;47;1;199000;0;4234
Horta-Guinardó;el Guinardó;2;83;1;351500;0;4234
Eixample;l'Antiga Esquerra de l'Eixample;2;141;1;597500;0;4237
Horta-Guinardó;el Guinardó;3;46;0;195000;0;4239
Gràcia;Vallcarca i els Penitents;4;92;1;390000;0;4239
Eixample;la Dreta de l'Eixample;7;184;1;780000;0;4239
Sarrià-Sant Gervasi;el Putxet i el Farró;4;120;1;509000;0;4241
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;3;99;0;420000;0;4242
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;3;86;1;365000;0;4244
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;2;53;0;225000;0;4245
Sarrià-Sant Gervasi;el Putxet i el Farró;1;73;1;310000;0;4246
Sant Martí;el Besòs i el Maresme;5;206;1;874800;0;4246
Sant Martí;el Besòs i el Maresme;5;206;1;874800;0;4246
Sarrià-Sant Gervasi;el Putxet i el Farró;3;93;1;395000;0;4247
Les Corts;Pedralbes;3;93;1;395000;0;4247
Nou Barris;la Prosperitat;2;60;1;254900;0;4248
Eixample;la Dreta de l'Eixample;6;153;1;650000;0;4248
Ciutat Vella;el Raval;1;40;0;170000;0;4250
Horta-Guinardó;el Carmel;2;56;1;238000;0;4250
Sant Andreu;el Congrés i els Indians;2;80;1;340000;0;4250
Les Corts;la Maternitat i Sant Ramon;4;80;1;340000;0;4250
Gràcia;Vallcarca i els Penitents;3;140;1;595000;0;4250
Eixample;la Nova Esquerra de l'Eixample;4;148;1;629000;0;4250
Eixample;Sant Antoni;4;148;1;629000;0;4250
Eixample;la Sagrada Família;3;180;1;765000;0;4250
Sants-Montjuïc;Sants;4;127;1;540000;0;4251
Sants-Montjuïc;Sants - Badal;3;115;1;489000;0;4252
Sarrià-Sant Gervasi;les Tres Torres;7;435;1;1850000;0;4252
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;3;47;0;199900;0;4253
Ciutat Vella;el Raval;2;75;1;319000;0;4253
Horta-Guinardó;el Carmel;3;63;1;268000;0;4253
Sants-Montjuïc;la Marina de Port;4;118;1;502000;0;4254
Nou Barris;Vilapicina i la Torre Llobeta;2;55;1;234000;0;4254
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;1;47;1;200000;0;4255
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;2;74;0;315000;0;4256
Sants-Montjuïc;Sants - Badal;4;128;1;545000;0;4257
Sant Martí;el Clot;3;135;1;575000;0;4259
Gràcia;la Vila de Gràcia;4;88;1;375000;0;4261
Eixample;la Dreta de l'Eixample;4;176;1;750000;0;4261
Eixample;Sant Antoni;3;129;1;550000;0;4263
Sarrià-Sant Gervasi;el Putxet i el Farró;6;258;1;1100000;0;4263
Eixample;el Fort Pienc;3;110;1;469000;0;4263
Eixample;la Dreta de l'Eixample;5;117;1;499000;0;4264
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;5;150;1;640000;0;4266
Eixample;la Nova Esquerra de l'Eixample;3;82;1;350000;0;4268
Eixample;la Sagrada Família;4;89;1;380000;0;4269
Sants-Montjuïc;la Font de la Guatlla;3;70;1;299000;0;4271
Sant Martí;el Camp de l'Arpa del Clot;1;55;1;235000;0;4272
Gràcia;el Coll;2;110;1;470000;0;4272
Eixample;la Dreta de l'Eixample;4;179;1;765000;0;4273
Eixample;Sant Antoni;3;84;1;359000;0;4273
Eixample;l'Antiga Esquerra de l'Eixample;4;124;1;530000;0;4274
Gràcia;la Vila de Gràcia;3;91;1;389000;0;4274
Eixample;la Dreta de l'Eixample;3;131;1;560000;0;4274
Ciutat Vella;el Barri Gòtic;3;76;0;325000;0;4276
Eixample;la Dreta de l'Eixample;5;159;1;680000;0;4276
Eixample;la Dreta de l'Eixample;5;159;1;680000;0;4276
Eixample;la Dreta de l'Eixample;3;90;0;385000;0;4277
Sant Martí;el Besòs i el Maresme;5;201;1;860000;0;4278
Sant Martí;el Besòs i el Maresme;5;201;1;860000;0;4278
Eixample;la Dreta de l'Eixample;3;104;1;445000;0;4278
Eixample;l'Antiga Esquerra de l'Eixample;2;139;1;595000;0;4280
Sants-Montjuïc;Hostafrancs;3;109;1;467000;0;4284
Eixample;la Nova Esquerra de l'Eixample;4;140;1;599850;0;4284
Les Corts;les Corts;2;49;1;210000;0;4285
Sant Andreu;el Congrés i els Indians;2;84;1;360000;0;4285
Eixample;el Fort Pienc;5;161;1;690000;0;4285
Ciutat Vella;el Barri Gòtic;5;161;1;690000;0;4285
Sarrià-Sant Gervasi;Vallvidrera - el Tibidabo i les Planes;3;155;0;665000;0;4290
Sarrià-Sant Gervasi;el Putxet i el Farró;3;148;1;635000;0;4290
Les Corts;la Maternitat i Sant Ramon;4;127;1;545000;0;4291
Eixample;la Nova Esquerra de l'Eixample;3;92;1;395000;0;4293
Eixample;l'Antiga Esquerra de l'Eixample;4;92;1;395000;0;4293
Eixample;l'Antiga Esquerra de l'Eixample;4;170;1;730000;0;4294
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4;149;1;640000;0;4295
Gràcia;el Camp d'en Grassot i Gràcia Nova;2;64;1;275000;0;4296
Sant Andreu;Sant Andreu;4;114;1;490000;0;4298
Sants-Montjuïc;Sants - Badal;2;67;1;288000;0;4298
Sarrià-Sant Gervasi;el Putxet i el Farró;4;107;1;460000;0;4299
Eixample;la Dreta de l'Eixample;4;100;1;430000;0;4300
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;3;100;1;430000;0;4300
Eixample;la Dreta de l'Eixample;6;158;1;680000;0;4303
Gràcia;Vallcarca i els Penitents;2;65;1;280000;0;4307
Les Corts;les Corts;3;131;1;564900;0;4312
Eixample;la Dreta de l'Eixample;5;160;1;690000;0;4312
Sant Martí;el Clot;2;83;1;358000;0;4313
Sant Martí;el Parc i la Llacuna del Poblenou;3;67;0;289000;0;4313
Eixample;l'Antiga Esquerra de l'Eixample;4;102;1;440000;0;4313
Eixample;la Dreta de l'Eixample;3;95;1;410000;0;4315
Sarrià-Sant Gervasi;Vallvidrera - el Tibidabo i les Planes;3;300;0;1295000;0;4316
Sant Martí;el Poblenou;1;41;0;177000;0;4317
Sant Martí;el Poblenou;1;41;0;177000;0;4317
Gràcia;el Camp d'en Grassot i Gràcia Nova;3;220;0;950000;0;4318
Sant Andreu;la Sagrera;2;56;1;242000;0;4321
Sant Andreu;la Sagrera;2;56;1;242000;0;4321
Sants-Montjuïc;la Marina de Port;2;59;1;255000;0;4322
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;7;391;1;1690000;0;4322
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;7;391;1;1690000;0;4322
Sarrià-Sant Gervasi;les Tres Torres;5;215;1;930000;0;4325
Eixample;la Sagrada Família;4;89;1;385000;0;4325
Les Corts;la Maternitat i Sant Ramon;4;101;1;437000;0;4326
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;5;320;1;1385000;0;4328
Ciutat Vella;el Barri Gòtic;3;194;1;840000;0;4329
Les Corts;les Corts;4;127;1;550000;0;4330
Les Corts;la Maternitat i Sant Ramon;4;101;1;437500;0;4331
Sant Martí;el Poblenou;2;60;0;259999;0;4333
Eixample;la Nova Esquerra de l'Eixample;1;60;1;260000;0;4333
Les Corts;la Maternitat i Sant Ramon;3;60;1;260000;0;4333
Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;2;60;1;260000;0;4333
Sant Martí;el Camp de l'Arpa del Clot;3;69;1;299000;0;4333
Eixample;la Sagrada Família;4;75;1;325000;0;4333
Sant Martí;el Poblenou;2;90;0;390000;0;4333
Eixample;l'Antiga Esquerra de l'Eixample;4;90;1;390000;0;4333
Sarrià-Sant Gervasi;el Putxet i el Farró;3;92;1;399000;0;4336
Sant Martí;el Clot;2;92;1;399000;0;4336
Sant Martí;el Poblenou;3;83;1;360000;0;4337
Eixample;la Nova Esquerra de l'Eixample;4;83;1;360000;0;4337
Sant Martí;el Parc i la Llacuna del Poblenou;4;158;1;685500;0;4338
Eixample;la Dreta de l'Eixample;4;152;1;660000;0;4342
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;6;274;1;1190000;0;4343
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;6;274;1;1190000;0;4343
Sant Martí;el Clot;3;99;1;430000;0;4343
Sant Martí;el Poblenou;3;69;1;300000;0;4347
Eixample;la Nova Esquerra de l'Eixample;3;100;1;435000;0;4350
Horta-Guinardó;el Guinardó;3;100;1;435000;0;4350
Sant Martí;el Clot;2;48;1;209000;0;4354
Eixample;la Nova Esquerra de l'Eixample;3;93;1;405000;0;4354
Sants-Montjuïc;Sants;3;93;1;405000;0;4354
Eixample;la Nova Esquerra de l'Eixample;4;124;1;540000;0;4354
Sarrià-Sant Gervasi;el Putxet i el Farró;4;179;1;780000;0;4357
Eixample;la Nova Esquerra de l'Eixample;4;109;1;475000;0;4357
Eixample;la Nova Esquerra de l'Eixample;4;109;1;475000;0;4357
Eixample;Sant Antoni;3;78;1;340000;0;4358
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;5;273;1;1190000;0;4358
Eixample;la Sagrada Família;3;80;1;349000;0;4362
Eixample;la Sagrada Família;3;96;1;419000;0;4364
Eixample;Sant Antoni;3;79;1;345000;0;4367
Sant Andreu;Sant Andreu;3;87;1;380000;0;4367
Gràcia;la Vila de Gràcia;2;64;1;280000;0;4375
Sarrià-Sant Gervasi;el Putxet i el Farró;4;96;1;420000;0;4375
Sarrià-Sant Gervasi;Sant Gervasi - Galvany;4;144;1;630000;0;4375
Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;5;152;1;665000;0;4375
Les Corts;les Corts;3;82;1;359000;0;4378
Gràcia;la Vila de Gràcia;1;64;1;280250;0;4378
Sarrià-Sant Gervasi;el Putxet i el Farró;4;97;1;425000;0;4381
Gràcia;la Vila de Gràcia;3;52;0;228000;0;4384
Sant Martí;el Clot;4;130;1;570000;0;4384
Sarrià-Sant Gervasi;el Putxet i el Farró;3;114;1;500000;0;4385
Sarrià-Sant Gervasi;el Putxet i el Farró;2;114;1;500000;0;4385
Eixample;el Fort Pienc;4;98;1;430000;0;4387
Les Corts;les Corts;3;90;1;395000;0;4388
Gràcia;la Vila de Gràcia;2;74;0;325000;0;4391
Gràcia;la Vila de Gràcia;2;74;0;325000;0;4391
